data/ca/1015432/1009265/118986315.html,The Riding Fool Hostel,"""I was looking for a place to sit and chill for a while, and I found it in the Riding Fool Hostel in Cumberland. Great kitchen and common area, comfy beds, and nice folks. What more could you ask for? Oh, there\\'s the nearby mountain biking trails, rivers, lakes, not to mention the big mountain just a short distance away. And while the town of Cumberland is small, it\\'s cute and cozy, and there\\'s a surprising amount of stuff to do.",5,positive
data/ca/1015432/1009265/13665924.html,The Riding Fool Hostel,"""I stayed at the Riding Fool Hostel whilst I was snowboarding at Mount Washington Alpine Resort.  It was recommended to me by a friend who had stayed there previously.  The hostel is located in a quaint little town called Cumberland, which is about 10 minute drive from Courtenay on Vancouver Island.  There is a bunch of info about the actual hostel on the web site if you want more information about the actual amenities etc so I won\\'t duplicate that info here.\\n\\nThe hostel is run by Jeremy and is above Dodge City Cycles which is a bicycle shop located in the main street.  The first thing that really struck me is the host Jeremy, he\\'s a fantastic person who takes an interest in the guests and really seems to care about them and goes out of his way to ensure that they have an enjoyable stay.  He\\'s also very knowledgeable and is able to provide lots of tips about the area and suggest things you can do.  He\\'s a mad keen mountain biker as well for all you MTB\\'ers out there :-)\\n\\nThe other thing that you\\'ll notice about the hostel is that it is very well maintained and clean and there are enough bathrooms available for the number of guests that can stay in the hostel.\\n\\nThe wireless internet access is free and is very reliable and fast and there is a common computer that you can use if you don\\'t have a laptop.  There are also cruiser bicycles available which you can take for a ride, although I didn\\'t do that given that it was winter!  The common kitchen is well equipped and there is a good system for everyone to keep their food clearly identified.  The common room has a pool table and Jeremy ran a Pizza and Video night whilst I was there which went down extremely well with everyone :-)\\n\\nI was staying there during the winter and so a good number of the people staying at the hostel were long term guests who were working up at Mount Washington Alpine Resort for the season.  I found the long term residents to be great and really friendly.  Unlike some of the hostels I have stayed at, there was very little of the late night antics or noise that you typically associate with hostels.\\n\\nIn terms of the actual town of Cumberland, it\\'s a quiet place but the local Waverley Hotel is pretty good and has a half price burger night on Tuesdays which is great value for money and the hotel also gets some live bands in.  The Indian restaurant nearby is also very good.  There are places in the town to buy basic groceries, but if you want a good selection you\\'ll need to go shopping in Courtenay.\\n\\nIt was a great place to stay and everyone was very welcoming.  I would highly recommend that you check it out!!!",5,positive
data/ca/1015432/1009265/138183177.html,The Riding Fool Hostel,"""My husband and I (both in our 50\\'s) stayed here for a few nights in July 2012 and really loved it. The folks who checked us in we\\'re sweet and helpful. The place is huge, the kitchen well stocked, there is even a pool table. We were able to rent a private room and were very comfortable. It is a tiny town but has some nice shops and a couple places to eat. If you are into mountain biking, this is a great place to stay as there is world class mountain biking from the door step, seriously. Great place!",5,positive
data/ca/1015432/1009265/140200059.html,The Riding Fool Hostel,"""We were warmly  welcomed by Caitlin, the new employee from Australia and she was very accommodating in showing us around. We are in our 60\\'s and had a private room. The room was clean and comfortable and we had a great sleep. There were only 4 other guests so basically we had our own bathroom and it was very clean - sink, toilet and bathtub/shower. We rented towels for $2.00 each.\\n The kitchen was large and well equipped with dishes and utensils. The common room was very large with lots of seating and a pool table, a great place to meet and chat with other travelers.\\nThis hostel reminds us of hostels in Australia and New Zealand and we heartily recommend it.",5,positive
data/ca/1015432/1009265/140439507.html,The Riding Fool Hostel,"""Comfortable, cheap, and cosy accommodation with bike storage and tools for mountainbikers.\\n\\nThe hostel has a massive kitchen and living room area for post-ride chilling, assuming you\\'re not heading to the Waverley for a cheeky beer or two.\\n\\nIn case you didn\\'t already know, the riding around Cumberland is top drawer stuff, whether you like XC, DH or anything in between.",5,positive
data/ca/1015432/1009265/153005763.html,The Riding Fool Hostel,"""This is a fun place to stay in a friendly little town with lots going on if you enjoy the great outdoors. Rooms are clean and comfortable and the hostel well equipped and spacious. Large comfortable common room with lots of space to lounge and eat. Kitchen is huge and very well equipped with a large commercial fridge and bins for your food. \\nThey cater to the bike crowd with bike washing area and places to store your gear. \\nTip - ask for a room at the rear away from common areas if you want to sleep in. On the weekends there can be a lot of noise fro the nearby hotel lounge and yahoos partying after the bars close.\\nGreat hospitality and reasonable base of operation.",5,positive
data/ca/1015432/1009265/15485976.html,The Riding Fool Hostel,"""My wife and I stayed here for 4 nights to ride mountain bikes - this place was amazingly clean, we had a private room that was better than a lot of chain hotels and the place just had great character.  Pool table, full kitchen and located on the main street of a sleepy town with great outdoor access.  * Highly recommened, and bring you mountain bikes too!",5,positive
data/ca/1015432/1009265/159746723.html,The Riding Fool Hostel,"""When compared to other hostels on the west coast, this hostel ranks on the top 5. There is nothing on which I could complain. Storage for skis and mountain bikes, huge fully-equipped kitchen ( with bins for your food!), big living room area with a lot of things to do, nice bars nearby, huge dorms with comfortable and stable beds. Also, the people working over there are very friendly and respectful of the customers.This is also the cleanest hostel I\\'ve been into.  Happy 10th year anniversary!",5,positive
data/ca/1015432/1009265/222678778.html,The Riding Fool Hostel,"""This place is amazing. Lovely old historic building but beautifully renovated inside. The bathrooms were spotless. The kitchen was huge and incredibly well equipped (e.g. there were 4 ways to make coffee alone: a coffee maker, stovetop espresso makers, french press and pour over), a huge common room. The staff was friendly and helpful. And the people I met there were super friendly and nice, perhaps because it attracts a diverse all ages crowd interested in the outdoors. Stayed in a private room which was a great deal, small but very nicely furnished and comfy.  Cumberland is a quiet little place but with a few nice spots on the main street for eating, drinking and shopping. It\\'s a little tough to get around without a bike or a car though.",5,positive
data/ca/1015432/1009265/232237097.html,The Riding Fool Hostel,"""I loved my time here. The hostel has a great atmosphere and a certain charm. \\nIt is a great place for mountain bikers. \\nAlthough I didn\\'t have kids with my I think it would be a fine environment for families too.",5,positive
data/ca/1015432/1009265/246060135.html,The Riding Fool Hostel,"""Considering this place has a star from the 2014 Lonely Planet, this place is a mess. I\\'ve been to many hostels with worse reviews that deserve that star a lot more.\\n\\nTo be fair, I\\'ll list the good and bad.\\n\\nGood:\\n- Very nice and helpful staff\\n- Pool table\\n- Close to nice pub\\n- Security\\n\\nBad:\\n- Kitchen was an absolute mess (on a slow day, too) - even in the morning with no one around, dirty and clean dishes were piling up everywhere. It may be the visitors\\' individual responsibility, but this is the worst I\\'ve come across (and I\\'ve been to a lot of hostels!)\\n- The floor in our room was sticky\\n- Not living up to expectations. It\\'s not easy getting a LP star. The only other hostel with a star I\\'ve visited in CA (the Dream Catcher) was absolutely amazing.",2,negative
data/ca/1015432/1009265/261363216.html,The Riding Fool Hostel,"""Had a great experience at this hostel! The staff are friendly, the rooms and common areas are tidy and there is plenty of awesome stuff to do in cumberland! I would highly recommend the fool as your accommdation in the comox valley, especially if your looking for a smaller town vibe!",5,positive
data/ca/1015432/1009265/266947659.html,The Riding Fool Hostel,"""The common area is awesome. Had a great few days here hanging out with the long term residents.\\n\\nGreat mountain bike rental shop right downstairs and a super cool clothing shop across the street\\n\\nThe wifi was solid too which I found to be rare across the rest of the country!\\n\\nOnly downside was that I had a room right next to the common room which was crazy loud on 2 nights. That said, it was a free upgrade to a private room. Take the good with the bad",5,positive
data/ca/1015432/1009265/309121893.html,The Riding Fool Hostel,"""I couldn\\'t agree more with the other positive reviews, the hostel was clean, friendly, well-equipped and a lovely space. Incredible value for money. The beds in the dorm are large and really comfortable, and the bathrooms are the best I\\'ve ever come across in a hostel. It was bright, airy and had real charm and character - much like Cumberland itself. Furthermore it\\'s a stones throw away from the mtb trails and I had a fantastic morning being guided around by Martin from Island Rides. I would throughly recommend a trip to Cumberland staying at Riding Fool and riding with the local guides.",5,positive
data/ca/1015432/1009265/336829435.html,The Riding Fool Hostel,"""The hostel itself is good and clean with a huge common area off the kitchen. The drawback of this massive room is the high ceilings combined with hardwood floors and not much to dampen the sound. This causes a lot of extra noise if people are stomping around and/or talking loudly (as the are tonight). Room #1 (Private room) is the closest to this racket &amp; it makes it near impossible to ignore the loud inconsiderate drunks who are currently occupying the space.",3,negative
